name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.58,2004
HD 99706 b,480,1.23 Jupiters,7.65,2011
HD 96127 b,1949,20.96 Jupiters,7.43,2011
HD 96167 b,279,0.717 Jupiters,8.09,2009
HD 97048 b,603,2.5 Jupiters,8.447,2019
HD 97658 b,70,8.88263 Earths,7.71,2010
HD 98219 b,372,1.964 Jupiters,8.05,2011
HD 98649 b,138,6.79 Jupiters,8,2012
HD 98736 b,106,2.33 Jupiters,7.93,2018
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.58,2004
HD 99706 b,480,1.23 Jupiters,7.65,2011
HD 99706 c,480,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.54,2020
HIP 107773 b,338,1.98 Jupiters,5.62,2015
HIP 109384 b,183,1.56 Jupiters,9.63,2016
HIP 109600 b,191,2.68 Jupiters,9.16,2016
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.24,2010
HIP 14810 b,165,3.9 Jupiters,8.52,2005
HIP 14810 c,165,1.31 Jupiters,8.52,2006
HIP 14810 d,165,0.59 Jupiters,8.52,2009
HIP 35173 b,108,12.7 Earths,9.01,2019
HIP 38594 b,58,8.1 Earths,9.77,2020
HIP 38594 c,58,0.15228 Jupiters,9.77,2020
HIP 41378 b,348,8.75 Earths,8.93,2016
HIP 41378 c,348,7.08 Earths,8.93,2016
HIP 41378 d,348,14.9 Earths,8.93,2016
HIP 41378 e,348,26 Earths,8.93,2016
HIP 41378 f,348,0.233 Jupiters,8.93,2016
HIP 4845 b,69,14.4 Earths,9.99,2020
HIP 48714 b,34,22.9 Earths,8.97,2020
HIP 5158 b,169,1.42 Jupiters,10.167,2009
HIP 5158 c,169,15.04 Jupiters,10.167,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 57274 b,84,6.3566 Earths,8.98,2011
HIP 57274 c,84,0.40902 Jupiters,8.98,2011
HIP 57274 d,84,0.5267 Jupiters,8.98,2011
HIP 63242 b,513,9.18 Jupiters,6.871,2013
HIP 65407 b,181,0.428 Jupiters,9.42,2016
HIP 48714 b,34,22.9 Earths,8.97,2020
HIP 5158 b,169,1.42 Jupiters,10.167,2009
HIP 5158 c,169,15.04 Jupiters,10.167,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 57274 b,84,6.3566 Earths,8.98,2011
HIP 57274 c,84,0.40902 Jupiters,8.98,2011
HIP 57274 d,84,0.5267 Jupiters,8.98,2011
HIP 63242 b,513,9.18 Jupiters,6.871,2013
HIP 65407 b,181,0.428 Jupiters,9.42,2016
HIP 48714 b,34,22.9 Earths,8.97,2020
HIP 5158 b,169,1.42 Jupiters,10.167,2009
HIP 5158 c,169,15.04 Jupiters,10.167,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 57274 b,84,6.3566 Earths,8.98,2011
HIP 57274 c,84,0.40902 Jupiters,8.98,2011
HIP 57274 d,84,0.5267 Jupiters,8.98,2011
HIP 63242 b,513,9.18 Jupiters,6.871,2013
HIP 65407 b,181,0.428 Jupiters,9.42,2016
HIP 48714 b,34,22.9 Earths,8.97,2020
HIP 5158 b,169,1.42 Jupiters,10.167,2009
HIP 5158 c,169,15.04 Jupiters,10.167,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 57274 b,84,6.3566 Earths,8.98,2011
HIP 57274 c,84,0.40902 Jupiters,8.98,2011
HIP 57274 d,84,0.5267 Jupiters,8.98,2011
HIP 63242 b,513,9.18 Jupiters,6.871,2013
HIP 65407 b,181,0.428 Jupiters,9.42,2016
HIP 48714 b,34,22.9 Earths,8.97,2020
HIP 5158 b,169,1.42 Jupiters,10.167,2009
HIP 5158 c,169,15.04 Jupiters,10.167,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 54373 c,61,12.44 Earths,10.38,2019
HIP 57274 b,84,6.3566 Earths,8.98,2011
HIP 57274 c,84,0.40902 Jupiters,8.98,2011
HIP 57274 d,84,0.5267 Jupiters,8.98,2011
HIP 63242 b,513,9.18 Jupiters,6.871,2013
HIP 65407 b,181,0.428 Jupiters,9.42,2016
HIP 65407 c,181,0.784 Jupiters,9.42,2016
HIP 65426 b,363,9 Jupiters,6.982,2017
HIP 65891 b,444,6 Jupiters,6.75,2015
HIP 65 A b,202,3.213 Jupiters,11.13,2020
HIP 67522 b,415,0.228 Jupiters,9.802,2020
HIP 67537 b,367,11.1 Jupiters,6.44,2017
HIP 67851 b,215,1.38 Jupiters,6.17,2015
HIP 67851 c,215,6.3 Jupiters,6.17,2015
HIP 70849 b,79,9 Jupiters,10.36,2009
HIP 71135 b,106,18.8 Earths,10.542,2019
HR 810 b,57,2.27 Jupiters,5.41,1999
HR 858 b,104,5 Earths,6.4,2019
HR 858 c,104,4.42 Earths,6.4,2019
HR 858 d,104,5.32 Earths,6.4,2019
HR 8799 b,129,7 Jupiters,5.953,2008
HR 8799 c,129,10 Jupiters,5.953,2008
HR 8799 d,129,10 Jupiters,5.953,2008
HR 8799 e,129,10 Jupiters,5.953,2010
HU Aquarii AB b,627,5.9 Jupiters,16.472,2011
HU Aquarii AB c,627,4.5 Jupiters,16.472,2011
K2-10 b,895,27 Earths,12.418,2015
K2-110 b,381,16.7 Earths,11.915,2017
K2-111 b,658,5.29 Earths,11.137,2017
K2-111 c,658,11.3 Earths,11.137,2020
K2-113 b,2119,1.29 Jupiters,13.684,2017
K2-114 b,1581,1.85 Jupiters,14.556,2017
K2-115 b,1365,0.84 Jupiters,13.362,2017
K2-116 b,161,0.257 Earths,10.91,2017
K2-117 b,333,4.78 Earths,14.655,2017
K2-117 c,333,4.9 Earths,14.655,2017
K2-10 b,895,27 Earths,12.418,2015
K2-110 b,381,16.7 Earths,11.915,2017
K2-111 b,658,5.29 Earths,11.137,2017
K2-111 c,658,11.3 Earths,11.137,2020
K2-113 b,2119,1.29 Jupiters,13.684,2017
K2-114 b,1581,1.85 Jupiters,14.556,2017
K2-115 b,1365,0.84 Jupiters,13.362,2017
K2-116 b,161,0.257 Earths,10.91,2017
K2-117 b,333,4.78 Earths,14.655,2017
K2-117 c,333,4.9 Earths,14.655,2017
K2-10 b,895,27 Earths,12.418,2015
K2-110 b,381,16.7 Earths,11.915,2017
K2-111 b,658,5.29 Earths,11.137,2017
K2-111 c,658,11.3 Earths,11.137,2020
K2-113 b,2119,1.29 Jupiters,13.684,2017
K2-114 b,1581,1.85 Jupiters,14.556,2017
K2-115 b,1365,0.84 Jupiters,13.362,2017
K2-116 b,161,0.257 Earths,10.91,2017
K2-117 b,333,4.78 Earths,14.655,2017
K2-117 c,333,4.9 Earths,14.655,2017
K2-10 b,895,27 Earths,12.418,2015
K2-110 b,381,16.7 Earths,11.915,2017
K2-111 b,658,5.29 Earths,11.137,2017
K2-111 c,658,11.3 Earths,11.137,2020
K2-113 b,2119,1.29 Jupiters,13.684,2017
K2-114 b,1581,1.85 Jupiters,14.556,2017
K2-115 b,1365,0.84 Jupiters,13.362,2017
K2-116 b,161,0.257 Earths,10.91,2017
K2-117 b,333,4.78 Earths,14.655,2017
K2-117 c,333,4.9 Earths,14.655,2017
K2-10 b,895,27 Earths,12.418,2015
K2-110 b,381,16.7 Earths,11.915,2017
K2-111 b,658,5.29 Earths,11.137,2017
K2-111 c,658,11.3 Earths,11.137,2020
K2-113 b,2119,1.29 Jupiters,13.684,2017
K2-114 b,1581,1.85 Jupiters,14.556,2017
K2-115 b,1365,0.84 Jupiters,13.362,2017
K2-116 b,161,0.257 Earths,10.91,2017
K2-117 b,333,4.78 Earths,14.655,2017
K2-117 c,333,4.9 Earths,14.655,2017
K2-127 b,2362,0.167 Jupiters,15.037,2017
K2-128 b,375,2.6 Earths,12.627,2017
K2-129 b,91,1.12 Earths,13.63,2017
K2-12 b,1074,6.04 Earths,12.258,2015
K2-130 b,386,2.1 Earths,12.759,2017
K2-131 b,501,6.3 Earths,12.115,2017
K2-132 b,2024,0.49 Jupiters,11.897,2017
K2-133 b,245,2.36 Earths,14.288,2017
K2-133 c,245,3.2 Earths,14.288,2017
K2-133 d,245,4.67 Earths,14.288,2017
K2-139 b,504,0.387 Jupiters,11.653,2017
K2-13 b,1128,4.23 Earths,12.901,2015
K2-140 b,1114,1.019 Jupiters,12.624,2017
K2-141 b,202,5.08 Earths,11.389,2018
K2-141 c,202,7.4 Earths,11.389,2018
K2-146 b,259,5.77 Earths,16.248,2018
K2-146 c,259,7.49 Earths,16.248,2019
K2-147 b,287,2.48 Earths,14.019,2018
K2-148 b,395,2.33 Earths,13.507,2018
K2-148 c,395,3.64 Earths,13.507,2018
K2-148 d,395,3.33 Earths,13.507,2018
K2-149 b,385,3.33 Earths,14.484,2018
K2-14 b,1200,20.7 Earths,16.31,2015
K2-150 b,359,4.66 Earths,15.829,2018
K2-151 b,227,2.83 Earths,14.14,2018
K2-152 b,355,5.86 Earths,13.728,2018
K2-153 b,468,4.66 Earths,14.979,2018
K2-154 b,423,4.62 Earths,14.033,2018
K2-154 c,423,4.94 Earths,14.033,2018
K2-155 b,267,3.89 Earths,12.806,2018
K2-148 d,395,3.33 Earths,13.507,2018
K2-149 b,385,3.33 Earths,14.484,2018
K2-14 b,1200,20.7 Earths,16.31,2015
K2-150 b,359,4.66 Earths,15.829,2018
K2-151 b,227,2.83 Earths,14.14,2018
K2-152 b,355,5.86 Earths,13.728,2018
K2-153 b,468,4.66 Earths,14.979,2018
K2-154 b,423,4.62 Earths,14.033,2018
K2-154 c,423,4.94 Earths,14.033,2018
K2-155 b,267,3.89 Earths,12.806,2018
K2-148 d,395,3.33 Earths,13.507,2018
K2-149 b,385,3.33 Earths,14.484,2018
K2-14 b,1200,20.7 Earths,16.31,2015
K2-150 b,359,4.66 Earths,15.829,2018
K2-151 b,227,2.83 Earths,14.14,2018
K2-152 b,355,5.86 Earths,13.728,2018
K2-153 b,468,4.66 Earths,14.979,2018
K2-154 b,423,4.62 Earths,14.033,2018
K2-154 c,423,4.94 Earths,14.033,2018
K2-155 b,267,3.89 Earths,12.806,2018
K2-148 d,395,3.33 Earths,13.507,2018
K2-149 b,385,3.33 Earths,14.484,2018
K2-14 b,1200,20.7 Earths,16.31,2015
K2-150 b,359,4.66 Earths,15.829,2018
K2-151 b,227,2.83 Earths,14.14,2018
K2-152 b,355,5.86 Earths,13.728,2018
K2-153 b,468,4.66 Earths,14.979,2018
K2-154 b,423,4.62 Earths,14.033,2018
K2-154 c,423,4.94 Earths,14.033,2018
K2-155 b,267,3.89 Earths,12.806,2018
K2-148 d,395,3.33 Earths,13.507,2018
K2-149 b,385,3.33 Earths,14.484,2018
K2-14 b,1200,20.7 Earths,16.31,2015
K2-150 b,359,4.66 Earths,15.829,2018
K2-151 b,227,2.83 Earths,14.14,2018
K2-152 b,355,5.86 Earths,13.728,2018
K2-153 b,468,4.66 Earths,14.979,2018
K2-154 b,423,4.62 Earths,14.033,2018
K2-154 c,423,4.94 Earths,14.033,2018
K2-155 b,267,3.89 Earths,12.806,2018
K2-162 b,408,2.67 Earths,12.3,2018
K2-163 b,684,6.65 Earths,13.129,2018
K2-164 b,1238,10.6 Earths,11.235,2018
K2-165 b,441,2.17 Earths,11.331,2018
K2-165 c,441,3.03 Earths,11.331,2018
K2-165 d,441,7.5 Earths,11.331,2018
K2-166 b,1569,5.43 Earths,12.074,2018
K2-167 b,264,8.34 Earths,8.239,2018
K2-168 b,801,4.12 Earths,12.291,2018
K2-169 b,774,2.16 Earths,12.229,2018
K2-16 b,1103,4.74 Earths,14.67,2015
K2-16 c,1103,6.99 Earths,14.67,2015
K2-170 b,1296,2.6 Earths,12.633,2018
K2-170 c,1296,3.9 Earths,12.633,2018
K2-171 b,2011,7.69 Earths,12.66,2018
K2-172 b,820,3.42 Earths,12.438,2018
K2-172 c,820,10.4 Earths,12.438,2018
K2-173 b,751,3.22 Earths,12.403,2018
K2-174 b,327,7.27 Earths,12.424,2018
K2-175 b,812,4.81 Earths,10.836,2018
K2-176 b,812,2.83 Earths,12.893,2018
K2-177 b,1628,5.13 Earths,12.645,2018
K2-178 b,705,12.4 Earths,12.403,2018
K2-179 b,626,6.86 Earths,12.956,2018
K2-17 b,410,5.6 Earths,13.519,2015
K2-180 b,667,5.95 Earths,12.601,2018
K2-181 b,1190,8.45 Earths,12.749,2018
K2-182 b,509,8.05 Earths,11.997,2018
K2-183 b,1082,7.27 Earths,12.846,2018
K2-183 c,1082,8.6 Earths,12.846,2018
K2-183 d,1082,8.55 Earths,12.846,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,882,2.28 Earths,12.215,2018
K2-186 b,1089,10.2 Earths,12.307,2018
K2-187 b,1088,2.24 Earths,13.081,2018
K2-187 c,1088,3.89 Earths,13.081,2018
K2-187 d,1088,10.2 Earths,13.081,2018
K2-187 e,1088,6.26 Earths,13.081,2018
K2-188 b,1477,2.39 Earths,12.646,2018
K2-188 c,1477,8.4 Earths,12.646,2018
K2-183 d,1082,8.55 Earths,12.846,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,882,2.28 Earths,12.215,2018
K2-186 b,1089,10.2 Earths,12.307,2018
K2-187 b,1088,2.24 Earths,13.081,2018
K2-187 c,1088,3.89 Earths,13.081,2018
K2-187 d,1088,10.2 Earths,13.081,2018
K2-187 e,1088,6.26 Earths,13.081,2018
K2-188 b,1477,2.39 Earths,12.646,2018
K2-188 c,1477,8.4 Earths,12.646,2018
K2-183 d,1082,8.55 Earths,12.846,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,882,2.28 Earths,12.215,2018
K2-186 b,1089,10.2 Earths,12.307,2018
K2-187 b,1088,2.24 Earths,13.081,2018
K2-187 c,1088,3.89 Earths,13.081,2018
K2-187 d,1088,10.2 Earths,13.081,2018
K2-187 e,1088,6.26 Earths,13.081,2018
K2-188 b,1477,2.39 Earths,12.646,2018
K2-188 c,1477,8.4 Earths,12.646,2018
K2-183 d,1082,8.55 Earths,12.846,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,882,2.28 Earths,12.215,2018
K2-186 b,1089,10.2 Earths,12.307,2018
K2-187 b,1088,2.24 Earths,13.081,2018
K2-187 c,1088,3.89 Earths,13.081,2018
K2-187 d,1088,10.2 Earths,13.081,2018
K2-187 e,1088,6.26 Earths,13.081,2018
K2-188 b,1477,2.39 Earths,12.646,2018
K2-188 c,1477,8.4 Earths,12.646,2018
K2-195 b,1037,9.96 Earths,12.497,2018
K2-195 c,1037,7.16 Earths,12.497,2018
K2-196 b,1938,12.6 Earths,12.06,2018
K2-197 b,814,7.08 Earths,12.157,2018
K2-198 b,362,16.3 Earths,10.971,2018
K2-198 c,362,2.61 Earths,10.971,2019
K2-198 d,362,6.52 Earths,10.971,2019
K2-199 b,352,4.16 Earths,12.289,2018
K2-199 c,352,8.15 Earths,12.289,2018
K2-19 b,953,28.5 Earths,13,2015
K2-195 b,1037,9.96 Earths,12.497,2018
K2-195 c,1037,7.16 Earths,12.497,2018
K2-196 b,1938,12.6 Earths,12.06,2018
K2-197 b,814,7.08 Earths,12.157,2018
K2-198 b,362,16.3 Earths,10.971,2018
K2-198 c,362,2.61 Earths,10.971,2019
K2-198 d,362,6.52 Earths,10.971,2019
K2-199 b,352,4.16 Earths,12.289,2018
K2-199 c,352,8.15 Earths,12.289,2018
K2-19 b,953,28.5 Earths,13,2015
K2-207 b,1197,7.3 Earths,13.166,2018
K2-208 b,844,3.46 Earths,12.503,2018
K2-209 b,250,0.586 Earths,11.205,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-207 b,1197,7.3 Earths,13.166,2018
K2-208 b,844,3.46 Earths,12.503,2018
K2-209 b,250,0.586 Earths,11.205,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-207 b,1197,7.3 Earths,13.166,2018
K2-208 b,844,3.46 Earths,12.503,2018
K2-209 b,250,0.586 Earths,11.205,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-207 b,1197,7.3 Earths,13.166,2018
K2-208 b,844,3.46 Earths,12.503,2018
K2-209 b,250,0.586 Earths,11.205,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-207 b,1197,7.3 Earths,13.166,2018
K2-208 b,844,3.46 Earths,12.503,2018
K2-209 b,250,0.586 Earths,11.205,2018
K2-210 b,579,0.474 Earths,11.535,2018
K2-211 b,895,2.46 Earths,13.075,2018
K2-212 b,357,6.9 Earths,13.1,2018
K2-213 b,1285,2.9 Earths,11.803,2018
K2-214 b,989,6.48 Earths,11.805,2018
K2-215 b,1333,5.16 Earths,12.986,2018
K2-216 b,378,8 Earths,12.476,2018
K2-217 b,1259,12.5 Earths,12.187,2018
K2-218 b,1300,7.13 Earths,12.876,2018
K2-219 b,1071,2.38 Earths,12.09,2018
K2-219 c,1071,2.66 Earths,12.09,2018
K2-219 d,1071,7.16 Earths,12.09,2018
K2-21 b,274,4.04 Earths,12.85,2015
K2-21 c,274,6.76 Earths,12.85,2015
K2-220 b,766,6.3 Earths,11.89,2018
K2-221 b,1049,3.46 Earths,12.703,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-223 b,656,0.64 Earths,11.431,2018
K2-223 c,656,3.09 Earths,11.431,2018
K2-224 b,906,3.05 Earths,12.682,2018
K2-224 c,906,6.39 Earths,12.682,2018
K2-225 b,1175,12 Earths,11.836,2018
K2-226 b,689,2.99 Earths,12.308,2018
K2-227 b,614,3.41 Earths,12.015,2018
K2-228 b,465,1.92 Earths,12.995,2018
K2-229 b,339,2.49 Earths,10.985,2018
K2-229 c,339,21.3 Earths,10.985,2018
K2-22 b,801,1.4 Jupiters,15.597,2015
K2-230 b,1791,4.5 Earths,12.707,2018
K2-231 b,962,6.8 Earths,12.708,2018
K2-232 b,428,0.398 Jupiters,9.899,2018
K2-233 b,221,2.54 Earths,10.726,2018
K2-233 c,221,2.34 Earths,10.726,2018
K2-233 d,221,7.46 Earths,10.726,2018
K2-237 b,1010,1.236 Jupiters,11.601,2018
K2-238 b,1478,0.86 Jupiters,13.748,2018
K2-239 b,160,1.37 Earths,14.549,2018
K2-239 c,160,0.972 Earths,14.549,2018
K2-239 d,160,1.37 Earths,14.549,2018
K2-240 b,228,4.66 Earths,13.392,2018
K2-240 c,228,3.89 Earths,13.392,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,358,6.99 Earths,16.588,2018
K2-243 b,878,5.35 Earths,10.97,2018
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-239 c,160,0.972 Earths,14.549,2018
K2-239 d,160,1.37 Earths,14.549,2018
K2-240 b,228,4.66 Earths,13.392,2018
K2-240 c,228,3.89 Earths,13.392,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,358,6.99 Earths,16.588,2018
K2-243 b,878,5.35 Earths,10.97,2018
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-239 c,160,0.972 Earths,14.549,2018
K2-239 d,160,1.37 Earths,14.549,2018
K2-240 b,228,4.66 Earths,13.392,2018
K2-240 c,228,3.89 Earths,13.392,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,358,6.99 Earths,16.588,2018
K2-243 b,878,5.35 Earths,10.97,2018
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-239 c,160,0.972 Earths,14.549,2018
K2-239 d,160,1.37 Earths,14.549,2018
K2-240 b,228,4.66 Earths,13.392,2018
K2-240 c,228,3.89 Earths,13.392,2018
K2-241 b,488,7.04 Earths,11.97,2018
K2-242 b,358,6.99 Earths,16.588,2018
K2-243 b,878,5.35 Earths,10.97,2018
K2-243 c,878,4.7 Earths,10.97,2018
K2-244 b,698,3.71 Earths,11.78,2018
K2-245 b,1512,17.4 Earths,12.212,2018
K2-246 b,2359,12 Earths,14.55,2018
K2-247 b,849,5.14 Earths,14.956,2018
K2-247 c,849,5.43 Earths,14.956,2018
K2-248 b,1339,7.13 Earths,13.402,2018
K2-249 b,1723,8.2 Earths,11.827,2018
K2-24 b,559,19 Earths,11.07,2016
K2-24 c,559,15.4 Earths,11.07,2016
K2-250 b,1362,6.53 Earths,14.267,2018
K2-251 b,482,6.12 Earths,15.621,2018
K2-252 b,750,3.68 Earths,12.847,2018
K2-253 b,2942,Unknown,14.868,2018
K2-254 b,748,3.29 Earths,14.183,2018
K2-254 c,748,5.43 Earths,14.183,2018
K2-255 b,628,8.75 Earths,13.756,2018
K2-256 b,1894,7.41 Earths,14.939,2018
K2-257 b,209,0.498 Earths,13.716,2018
K2-258 b,2203,9.27 Earths,13.298,2018
K2-259 b,1377,5.99 Earths,12.536,2018
K2-25 b,147,11.6 Earths,15.881,2015
K2-260 b,2206,1.42 Jupiters,12.689,2018
K2-261 b,700,0.223 Jupiters,10.612,2018
K2-263 b,532,14.8 Earths,11.606,2018
K2-264 b,610,5.61 Earths,15.662,2018
K2-264 c,610,7.6 Earths,15.662,2018
K2-265 b,454,6.54 Earths,11.102,2018
K2-266 b,252,11.26782 Earths,11.808,2018
K2-266 c,252,0.29013 Earths,11.808,2018
K2-266 d,252,8.9 Earths,11.808,2018
K2-266 e,252,14.3 Earths,11.808,2018
K2-268 b,1081,2.57 Earths,13.853,2018
K2-268 c,1081,7.7 Earths,13.853,2018
K2-269 b,1181,3.09 Earths,11.784,2018
K2-26 b,324,7.61 Earths,14.53,2016
K2-270 b,925,2.48 Earths,13.782,2018
K2-270 c,925,9.01 Earths,13.782,2018
K2-271 b,1864,0.131 Jupiters,13.827,2018
K2-272 b,1391,8.8 Earths,13.841,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-268 c,1081,7.7 Earths,13.853,2018
K2-269 b,1181,3.09 Earths,11.784,2018
K2-26 b,324,7.61 Earths,14.53,2016
K2-270 b,925,2.48 Earths,13.782,2018
K2-270 c,925,9.01 Earths,13.782,2018
K2-271 b,1864,0.131 Jupiters,13.827,2018
K2-272 b,1391,8.8 Earths,13.841,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-268 c,1081,7.7 Earths,13.853,2018
K2-269 b,1181,3.09 Earths,11.784,2018
K2-26 b,324,7.61 Earths,14.53,2016
K2-270 b,925,2.48 Earths,13.782,2018
K2-270 c,925,9.01 Earths,13.782,2018
K2-271 b,1864,0.131 Jupiters,13.827,2018
K2-272 b,1391,8.8 Earths,13.841,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-268 c,1081,7.7 Earths,13.853,2018
K2-269 b,1181,3.09 Earths,11.784,2018
K2-26 b,324,7.61 Earths,14.53,2016
K2-270 b,925,2.48 Earths,13.782,2018
K2-270 c,925,9.01 Earths,13.782,2018
K2-271 b,1864,0.131 Jupiters,13.827,2018
K2-272 b,1391,8.8 Earths,13.841,2018
K2-273 b,1013,17.9 Earths,13.371,2018
K2-274 b,759,5.48 Earths,13.086,2018
K2-275 b,405,5.65 Earths,12.063,2018
K2-275 c,405,6.08 Earths,12.063,2018
K2-276 b,1598,13.7 Earths,14.627,2018
K2-277 b,370,4.94 Earths,10.364,2018
K2-278 b,2623,9.17 Earths,13.412,2018
K2-279 b,600,1.92 Earths,11.491,2018
K2-27 b,820,30.9 Earths,12.64,2016
K2-280 b,1295,0.144 Jupiters,12.536,2018
K2-281 b,1520,0.16 Jupiters,15.117,2018
K2-282 b,1638,8.35 Earths,14.042,2018
K2-283 b,1332,12.2 Earths,14.445,2018
K2-284 b,351,8.15 Earths,13.322,2018
K2-285 b,508,9.68 Earths,12.03,2018
K2-285 c,508,15.68 Earths,12.03,2018
K2-285 d,508,6.5 Earths,12.03,2018
K2-285 e,508,10.7 Earths,12.03,2018
K2-286 b,249,5.06 Earths,12.763,2018
K2-287 b,519,0.315 Jupiters,11.41,2018
K2-288 B b,214,4.27 Earths,13.868,2018
K2-289 b,883,0.192 Jupiters,14.465,2019
K2-28 b,206,5.99 Earths,16.061,2016
K2-290 b,897,10.9 Earths,11.114,2019
K2-290 c,897,0.774 Jupiters,11.114,2019
K2-291 b,295,6.49 Earths,10.014,2019
K2-292 b,373,24.5 Earths,9.917,2019
K2-293 b,1294,6.57 Earths,13.357,2019
K2-294 b,1230,3.39 Earths,12.502,2019
K2-295 b,736,0.335 Jupiters,13.946,2018
K2-29 b,585,0.73 Jupiters,12.526,2016
K2-308 b,,0.222 Jupiters,14.963,2019
K2-30 b,1097,0.579 Jupiters,13.53,2016
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
K2-320 b,356,7.37 Earths,16.355,2020
K2-321 b,254,4.46 Earths,13.677,2020
K2-322 b,404,4.35 Earths,13.941,2020
K2-315 b,185,0.809 Earths,17.67,2020
K2-316 b,368,2.33 Earths,15.514,2020
K2-316 c,368,4.01 Earths,15.514,2020
K2-317 b,578,8.91 Earths,16.639,2020
K2-318 b,484,3.39 Earths,15.269,2020
K2-319 b,687,8.2 Earths,12.172,2020
K2-31 b,362,1.774 Jupiters,10.775,2016
